track_name,artist_name,artist_popularity,artist_genres,artist_followers,track_popularity,track_acousticness,track_danceability,track_duration_ms,track_energy,track_instrumentalness,track_loudness,track_tempo,track_valence
Do We Have A Problem?,Nicki Minaj,85,"dance pop, hip pop, pop, pop rap, queens hip hop",25136498,74,0.472,0.842,207065,0.505,0.000322,-8.627,119.993,0.538
Don't Play That,King Von,75,"chicago rap, trap",1999563,72,0.0748,0.947,133613,0.605,7.54E-06,-8.621,129.988,0.656
Rackz got më (feat. Gunna),Yeat,80,"pluggnb, rap",777203,73,0.00439,0.788,181440,0.603,0.000232,-6.959,142.943,0.216
Goin Up,Lil Tjay,81,"brooklyn drill, melodic rap, nyc rap",5120917,74,0.0642,0.732,140601,0.672,0,-8.462,137.03,0.16
maybe (feat. Bring Me The Horizon),Machine Gun Kelly,81,ohio hip hop,4604714,76,0.000735,0.601,170134,0.92,0,-4.802,88.014,0.537
AHHH HA,Lil Durk,84,"chicago drill, chicago rap, drill, hip hop, rap, trap",4075650,72,0.000114,0.676,186538,0.61,1.73E-06,-9.185,156.005,0.519
Side Piece,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,74,0.494,0.667,234118,0.526,0.000267,-8.561,101.954,0.503
Andamos Mejor,Los Gemelos De Sinaloa,68,"corrido, corridos tumbados, musica mexicana, nueva musica mexicana, sierreno",111994,77,0.28,0.855,137184,0.59,0.0982,-8.55,110.016,0.283
Like A Blade Of Grass,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,74,0.037,0.891,126218,0.489,2.12E-05,-8.14,93.515,0.794
what would you do?,Tate McRae,80,pop,2795593,77,0.296,0.8,166948,0.627,0,-5.892,104.96,0.693
Out of Time,The Weeknd,91,"canadian contemporary r&b, canadian pop, pop",45206489,1,0.244,0.629,214191,0.763,0,-4.279,93.023,0.809
Out of Time,The Weeknd,91,"canadian contemporary r&b, canadian pop, pop",45206489,3,0.244,0.629,214191,0.763,0,-4.279,93.023,0.809
Out of Time,The Weeknd,91,"canadian contemporary r&b, canadian pop, pop",45206489,3,0.244,0.629,214191,0.763,0,-4.279,93.023,0.809
2step (feat. Lil Baby),Ed Sheeran,91,"pop, uk pop",97725925,81,0.138,0.693,163450,0.643,0,-5.867,95.055,0.477
Out of Time,The Weeknd,91,"canadian contemporary r&b, canadian pop, pop",45206489,0,0.244,0.629,214191,0.763,0,-4.279,93.023,0.809
Good Boy Gone Bad,TOMORROW X TOGETHER,78,"k-pop, k-pop boy group",6330236,81,0.0159,0.475,191038,0.695,0,-5.919,100.009,0.552
I’m Tired (with Zendaya) - Bonus Track,Labrinth,80,"indie poptimism, pop",2362120,77,0.651,0.375,187944,0.133,0,-10.624,131.721,0.192
MANIAC,Stray Kids,79,"k-pop, k-pop boy group",8114370,81,0.154,0.581,182758,0.8,0,-2.613,119.872,0.709
Poison (feat. Lil Wayne),Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,73,0.179,0.549,222643,0.485,0,-8.477,112.029,0.626
FOR A NUT (feat. Gunna & Young Thug),Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,72,0.00321,0.824,207933,0.667,2.65E-06,-6.603,82.037,0.305
Chale,Eden Muñoz,70,"musica mexicana, nueva musica mexicana",101323,84,0.395,0.551,170745,0.436,0,-8.029,188.651,0.862
Nail Tech,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,74,0.00508,0.677,206385,0.557,8.36E-06,-8.409,150.127,0.1
Hayloft II,Mother Mother,73,vancouver indie,2796495,77,0.0044,0.326,215040,0.866,7.37E-06,-4.541,178.181,0.172
Fuera del mercado,Danny Ocean,79,"latin, pop venezolano, reggaeton, trap latino",4028453,89,0.32,0.453,159849,0.673,0,-5.649,92.06,0.266
"Jimmy, Brian and Mike",Eminem,89,"detroit hip hop, hip hop, rap",55970025,66,0.0798,0.9,201564,0.747,0,-4.853,105.987,0.536
Stimulate,Eminem,89,"detroit hip hop, hip hop, rap",55970025,57,0.000128,0.741,303773,0.651,0.000341,-6.483,88.998,0.118
The Conspiracy Freestyle,Eminem,89,"detroit hip hop, hip hop, rap",55970025,56,0.109,0.906,170688,0.384,0.0012,-8.391,93.926,0.824
Bump Heads,Eminem,89,"detroit hip hop, hip hop, rap",55970025,56,0.000582,0.858,281457,0.692,2.98E-06,-6.119,93.465,0.222
Certified (feat. Gunna),Pooh Shiesty,72,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",868834,72,0.139,0.664,149611,0.559,0,-7.568,153.95,0.548
See Me Now,YoungBoy Never Broke Again,83,"baton rouge rap, trap",8890086,41,0.0424,0.714,158134,0.678,0,-7.625,84.953,0.497
"Freestyle #1 - Live From Tramps, New York / 1999",Eminem,89,"detroit hip hop, hip hop, rap",55970025,52,0.83,0.439,77721,0.625,0,-8.324,128.503,0.711
White America,Eminem,89,"detroit hip hop, hip hop, rap",55970025,54,0.0102,0.564,324547,0.615,0,-5.64,76.672,0.16
"Freestyle #2 - Live From Tramps, New York / 1999",Eminem,89,"detroit hip hop, hip hop, rap",55970025,48,0.882,0.478,52503,0.738,0,-7.672,136.933,0.698
Business,Eminem,89,"detroit hip hop, hip hop, rap",55970025,53,0.0318,0.901,251720,0.814,1.12E-05,-4.509,96.44,0.496
Cleanin' Out My Closet,Eminem,89,"detroit hip hop, hip hop, rap",55970025,53,0.0692,0.908,297840,0.758,0,-4.753,148.015,0.871
"Brain Damage - Live From Tramps, New York / 1999",Eminem,89,"detroit hip hop, hip hop, rap",55970025,48,0.669,0.492,84562,0.959,0,-4.585,95.058,0.556
Square Dance,Eminem,89,"detroit hip hop, hip hop, rap",55970025,52,0.0307,0.717,323720,0.675,0,-1.797,82.157,0.718
"The Way I Am - Live From Fuji Rock Festival, Japan / 2001",Eminem,89,"detroit hip hop, hip hop, rap",55970025,48,0.0146,0.448,223292,0.834,0,-6.337,87.553,0.256
Soldier,Eminem,89,"detroit hip hop, hip hop, rap",55970025,51,0.0317,0.851,226213,0.92,0.000575,-2.989,94.514,0.547
"Just Don't Give A Fuck - Live From Tramps, New York / 1999",Eminem,89,"detroit hip hop, hip hop, rap",55970025,47,0.852,0.432,195809,0.868,0,-5.59,84.832,0.799
Without Me,Eminem,89,"detroit hip hop, hip hop, rap",55970025,51,0.00286,0.908,290320,0.669,0,-2.827,112.238,0.661
Say Goodbye Hollywood,Eminem,89,"detroit hip hop, hip hop, rap",55970025,50,0.0529,0.716,272840,0.664,0,-5.022,94.332,0.718
"The Real Slim Shady - Live From Fuji Rock Festival, Japan / 2001",Eminem,89,"detroit hip hop, hip hop, rap",55970025,47,0.142,0.547,285368,0.924,0,-6.722,104.504,0.471
Sing For The Moment,Eminem,89,"detroit hip hop, hip hop, rap",55970025,50,0.00171,0.668,339547,0.824,3.05E-06,-4.164,163.961,0.186
Drips,Eminem,89,"detroit hip hop, hip hop, rap",55970025,49,0.0345,0.813,285640,0.687,0,-4.85,83.947,0.668
Superman,Eminem,89,"detroit hip hop, hip hop, rap",55970025,50,0.0215,0.801,350320,0.755,0,-3.138,130.026,0.579
The Kiss - Skit,Eminem,89,"detroit hip hop, hip hop, rap",55970025,49,0.196,0.524,75920,0.449,1.21E-06,-13.803,89.563,0.547
'Till I Collapse,Eminem,89,"detroit hip hop, hip hop, rap",55970025,49,0.0622,0.548,297787,0.847,0,-3.237,171.449,0.1
Hailie's Song,Eminem,89,"detroit hip hop, hip hop, rap",55970025,49,0.0168,0.788,320640,0.731,8.70E-05,-3.295,80.981,0.51
When The Music Stops,Eminem,89,"detroit hip hop, hip hop, rap",55970025,48,0.0457,0.715,269013,0.553,0,-3.578,92.998,0.0926
My Dad's Gone Crazy,Eminem,89,"detroit hip hop, hip hop, rap",55970025,48,0.0986,0.73,267013,0.698,0,-5.089,176.146,0.711
Say What You Say,Eminem,89,"detroit hip hop, hip hop, rap",55970025,48,0.179,0.89,309893,0.541,0,-3.672,113.41,0.428
Business - Instrumental,Eminem,89,"detroit hip hop, hip hop, rap",55970025,44,0.0085,0.919,251808,0.574,0.901,-8.245,96.01,0.549
Steve Berman - Skit,Eminem,89,"detroit hip hop, hip hop, rap",55970025,45,0.133,0.682,33107,0.0987,0,-22.723,100.247,0.396
Curtains Close,Eminem,89,"detroit hip hop, hip hop, rap",55970025,45,0.518,0.572,61867,0.412,0.00026,-20.224,99.261,0.684
Cleanin' Out My Closet - Instrumental,Eminem,89,"detroit hip hop, hip hop, rap",55970025,42,0.00634,0.808,342253,0.684,0.915,-6.454,147.989,0.962
Without Me - Instrumental,Eminem,89,"detroit hip hop, hip hop, rap",55970025,43,4.84E-05,0.803,288241,0.439,0.883,-4.767,112.267,0.983
'Till I Collapse - Instrumental,Eminem,89,"detroit hip hop, hip hop, rap",55970025,42,0.00283,0.586,345102,0.558,0.749,-5.064,171.472,0.0447
Square Dance - Instrumental,Eminem,89,"detroit hip hop, hip hop, rap",55970025,41,0.000435,0.759,377697,0.498,0.784,-2.999,82.045,0.777
Superman - Instrumental,Eminem,89,"detroit hip hop, hip hop, rap",55970025,41,0.000204,0.745,422379,0.692,0.842,-3.831,129.978,0.904
Sing For The Moment - Instrumental,Eminem,89,"detroit hip hop, hip hop, rap",55970025,40,2.30E-05,0.774,383854,0.663,0.816,-4.704,164.039,0.769
Say What You Say - Instrumental,Eminem,89,"detroit hip hop, hip hop, rap",55970025,37,0.00303,0.904,306291,0.12,0.84,-8.321,113.635,0.0707
Curtains Up - Skit,Eminem,89,"detroit hip hop, hip hop, rap",55970025,24,0.00697,0.378,29827,0.122,0.958,-19.785,81.519,0.0313
Paul Rosenberg - Skit,Eminem,89,"detroit hip hop, hip hop, rap",55970025,8,0.986,0.826,22747,0.266,0,-17.222,104.801,0.964
Thump Shit,42 Dugg,74,"detroit trap, rap, southern hip hop, trap",646327,71,0.00227,0.718,226362,0.607,1.32E-06,-7.307,144.93,0.499
Mine Again,Zach Bryan,79,oklahoma country,416727,67,0.0441,0.494,224188,0.653,1.42E-05,-6.493,153.97,0.336
Elon Musk (feat. Gunna),DDG,65,"rap, trap",718973,73,0.441,0.826,205759,0.583,0,-5.186,140.039,0.539
Hate Our Love (with Big Sean),Queen Naija,65,"pop, pop r&b, pop rap, r&b, urban contemporary",2316356,71,0.462,0.662,226374,0.655,0,-5.44,82.079,0.356
Something in the Orange - Z&E's Version,Zach Bryan,79,oklahoma country,416727,67,0.416,0.594,254258,0.382,0,-5.432,110.237,0.223
Dear Alcohol,Dax,65,"canadian hip hop, ottawa rap, pop rap",710904,72,0.262,0.815,236308,0.504,0,-9.617,129.984,0.401
Hold On,Justin Bieber,91,"canadian pop, pop",61196308,2,0.0106,0.658,170813,0.634,0,-5.797,139.98,0.29
Hold On,Justin Bieber,91,"canadian pop, pop",61196308,1,0.0106,0.658,170813,0.634,0,-5.797,139.98,0.29
Ghost,Justin Bieber,91,"canadian pop, pop",61196308,0,0.178,0.604,153190,0.741,3.49E-05,-5.571,153.947,0.473
Hold On,Justin Bieber,91,"canadian pop, pop",61196308,1,0.0106,0.658,170813,0.634,0,-5.797,139.98,0.29
Honest,Justin Bieber,91,"canadian pop, pop",61196308,0,0.127,0.81,193322,0.655,8.16E-05,-6.779,150.002,0.809
Love Yourself,Justin Bieber,91,"canadian pop, pop",61196308,0,0.86,0.759,232627,0.401,0,-8.999,100.126,0.576
Hold On,Justin Bieber,91,"canadian pop, pop",61196308,0,0.0106,0.658,170813,0.634,0,-5.797,139.98,0.29
Anyone,Justin Bieber,91,"canadian pop, pop",61196308,0,0.181,0.686,190779,0.538,3.13E-06,-8.026,115.884,0.584
Eazy,The Game,72,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap",3985444,74,0.167,0.716,234288,0.551,0,-6.987,82.393,0.305
Burn,Juice WRLD,88,"chicago rap, melodic rap",24114636,73,0.149,0.354,217222,0.475,0.034,-9.333,114.975,0.0393
Happy Instead,Zach Bryan,79,oklahoma country,416727,67,0.582,0.499,249159,0.575,0,-3.977,91.317,0.404
I Be,Key Glock,74,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",1216074,71,0.00813,0.905,193480,0.724,0,-6.255,136.982,0.361
Ghost,Justin Bieber,91,"canadian pop, pop",61196308,3,0.178,0.604,153190,0.741,3.49E-05,-5.571,153.947,0.473
Hold On,Justin Bieber,91,"canadian pop, pop",61196308,2,0.0106,0.658,170813,0.634,0,-5.797,139.98,0.29
Loved By You,Justin Bieber,91,"canadian pop, pop",61196308,3,0.0696,0.79,159250,0.724,2.33E-06,-6.972,101.04,0.642
Baby,Justin Bieber,91,"canadian pop, pop",61196308,0,0.0457,0.731,216613,0.842,0,-5.358,65.027,0.473
Baby,Justin Bieber,91,"canadian pop, pop",61196308,2,0.0457,0.731,216613,0.842,0,-5.358,65.027,0.473
Baby,Justin Bieber,91,"canadian pop, pop",61196308,3,0.0457,0.731,216613,0.842,0,-5.358,65.027,0.473
Baby,Justin Bieber,91,"canadian pop, pop",61196308,3,0.0457,0.731,216613,0.842,0,-5.358,65.027,0.473
Ghost,Justin Bieber,91,"canadian pop, pop",61196308,1,0.178,0.604,153190,0.741,3.49E-05,-5.571,153.947,0.473
Sorry,Justin Bieber,91,"canadian pop, pop",61196308,2,0.0878,0.679,200787,0.748,0,-3.624,100.035,0.438
Sorry,Justin Bieber,91,"canadian pop, pop",61196308,1,0.0878,0.679,200787,0.748,0,-3.624,100.035,0.438
What Do You Mean?,Justin Bieber,91,"canadian pop, pop",61196308,6,0.585,0.832,208543,0.631,0.000892,-6.19,125.038,0.836
this is what heartbreak feels like,JVKE,70,modern indie pop,248777,74,0.581,0.707,157636,0.478,0,-4.602,109.986,0.571
Ghost,Justin Bieber,91,"canadian pop, pop",61196308,5,0.178,0.604,153190,0.741,3.49E-05,-5.571,153.947,0.473
Friends,Justin Bieber,91,"canadian pop, pop",61196308,4,0.00389,0.743,189467,0.735,0,-5.337,104.979,0.631
Ghost,Justin Bieber,91,"canadian pop, pop",61196308,0,0.178,0.604,153190,0.741,3.49E-05,-5.571,153.947,0.473
emo girl (feat. WILLOW),Machine Gun Kelly,81,ohio hip hop,4604714,75,0.00039,0.412,159096,0.881,5.82E-05,-3.502,165.012,0.359
2step,Ed Sheeran,91,"pop, uk pop",97725925,0,0.169,0.763,153627,0.661,0,-5.592,95.002,0.632
The Joker and the Queen,Ed Sheeran,91,"pop, uk pop",97725925,0,0.952,0.567,185587,0.211,5.24E-05,-9.975,134.019,0.289
Dive,Ed Sheeran,91,"pop, uk pop",97725925,2,0.355,0.771,238440,0.386,0,-6.161,134.943,0.533
Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,91,"pop, uk pop",97725925,1,0.00569,0.684,216000,0.823,7.27E-06,-4.881,117.994,0.384
Overpass Graffiti,Ed Sheeran,91,"pop, uk pop",97725925,0,0.00253,0.52,236907,0.849,0,-3.794,175.908,0.774
Shivers,Ed Sheeran,91,"pop, uk pop",97725925,3,0.281,0.788,207853,0.859,0,-2.724,141.02,0.822
Overpass Graffiti,Ed Sheeran,91,"pop, uk pop",97725925,0,0.00253,0.52,236907,0.849,0,-3.794,175.908,0.774
The Joker and the Queen,Ed Sheeran,91,"pop, uk pop",97725925,0,0.952,0.567,185587,0.211,5.24E-05,-9.975,134.019,0.289
Shivers,Ed Sheeran,91,"pop, uk pop",97725925,2,0.281,0.788,207853,0.859,0,-2.724,141.02,0.822
2step,Ed Sheeran,91,"pop, uk pop",97725925,2,0.138,0.693,163450,0.643,0,-5.867,95.055,0.477
Perfect,Ed Sheeran,91,"pop, uk pop",97725925,4,0.162,0.598,263400,0.448,0,-6.312,95.009,0.168
Perfect,Ed Sheeran,91,"pop, uk pop",97725925,1,0.162,0.598,263400,0.448,0,-6.312,95.009,0.168
Photograph,Ed Sheeran,91,"pop, uk pop",97725925,2,0.607,0.718,258987,0.379,0.000472,-10.48,108.033,0.22
Shivers,Ed Sheeran,91,"pop, uk pop",97725925,0,0.281,0.788,207853,0.859,0,-2.724,141.02,0.822
Shivers,Ed Sheeran,91,"pop, uk pop",97725925,0,0.281,0.788,207853,0.859,0,-2.724,141.02,0.822
Bad Habits,Ed Sheeran,91,"pop, uk pop",97725925,2,0.0451,0.807,230747,0.893,2.79E-05,-3.745,126.011,0.537
Bad Habits,Ed Sheeran,91,"pop, uk pop",97725925,1,0.0451,0.807,230747,0.893,2.79E-05,-3.745,126.011,0.537
Bad Habits,Ed Sheeran,91,"pop, uk pop",97725925,0,0.0451,0.807,230747,0.893,2.79E-05,-3.745,126.011,0.537
2step,Ed Sheeran,91,"pop, uk pop",97725925,2,0.169,0.763,153627,0.661,0,-5.592,95.002,0.632
Shivers,Ed Sheeran,91,"pop, uk pop",97725925,2,0.281,0.788,207853,0.859,0,-2.724,141.02,0.822
Overpass Graffiti,Ed Sheeran,91,"pop, uk pop",97725925,0,0.00253,0.52,236907,0.849,0,-3.794,175.908,0.774
Don't - Don Diablo Remix,Ed Sheeran,91,"pop, uk pop",97725925,2,0.0112,0.681,249835,0.949,0.107,-2.608,125.971,0.36
2step,Ed Sheeran,91,"pop, uk pop",97725925,2,0.169,0.763,153627,0.661,0,-5.592,95.002,0.632
Shivers,Ed Sheeran,91,"pop, uk pop",97725925,1,0.281,0.788,207853,0.859,0,-2.724,141.02,0.822
Shivers,Ed Sheeran,91,"pop, uk pop",97725925,3,0.281,0.788,207853,0.859,0,-2.724,141.02,0.822
Overpass Graffiti,Ed Sheeran,91,"pop, uk pop",97725925,1,0.00253,0.52,236907,0.849,0,-3.794,175.908,0.774
Visiting Hours,Ed Sheeran,91,"pop, uk pop",97725925,1,0.77,0.471,215507,0.396,0,-6.654,149.609,0.263
Fire Alarms,Ed Sheeran,91,"pop, uk pop",97725925,1,0.772,0.585,144013,0.286,0,-9.886,102.201,0.377
Visiting Hours,Ed Sheeran,91,"pop, uk pop",97725925,0,0.77,0.471,215507,0.396,0,-6.654,149.609,0.263
Bad Habits,Ed Sheeran,91,"pop, uk pop",97725925,0,0.0451,0.807,230747,0.893,2.79E-05,-3.745,126.011,0.537
Shivers,Ed Sheeran,91,"pop, uk pop",97725925,0,0.281,0.788,207853,0.859,0,-2.724,141.02,0.822
I Don't Care,Ed Sheeran,91,"pop, uk pop",97725925,5,0.0902,0.798,219947,0.676,0,-5.041,101.956,0.843
The Joker and the Queen,Ed Sheeran,91,"pop, uk pop",97725925,1,0.952,0.567,185587,0.211,5.24E-05,-9.975,134.019,0.289
sun and moon,anees,65,,236789,81,0.457,0.815,151508,0.442,0,-7.462,90.019,0.706
HEARTFIRST,Kelsea Ballerini,68,"contemporary country, country, pop",919718,71,0.021,0.662,187017,0.855,0,-3.742,120.079,0.84
No Le Aflojo,Los Gemelos De Sinaloa,68,"corrido, corridos tumbados, musica mexicana, nueva musica mexicana, sierreno",111994,74,0.195,0.698,202876,0.687,0,-4.115,116.765,0.773
Shivers,Ed Sheeran,91,"pop, uk pop",97725925,1,0.281,0.788,207853,0.859,0,-2.724,141.02,0.822
Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,91,"pop, uk pop",97725925,1,0.00569,0.684,216000,0.823,7.27E-06,-4.881,117.994,0.384
Overpass Graffiti,Ed Sheeran,91,"pop, uk pop",97725925,1,0.00253,0.52,236907,0.849,0,-3.794,175.908,0.774
Shivers,Ed Sheeran,91,"pop, uk pop",97725925,0,0.281,0.788,207853,0.859,0,-2.724,141.02,0.822
Shivers,Ed Sheeran,91,"pop, uk pop",97725925,2,0.281,0.788,207853,0.859,0,-2.724,141.02,0.822
Bad Habits,Ed Sheeran,91,"pop, uk pop",97725925,1,0.0451,0.807,230747,0.893,2.79E-05,-3.745,126.011,0.537
2step,Ed Sheeran,91,"pop, uk pop",97725925,3,0.138,0.693,163450,0.643,0,-5.867,95.055,0.477
2step,Ed Sheeran,91,"pop, uk pop",97725925,2,0.169,0.763,153627,0.661,0,-5.592,95.002,0.632
Hold On,Justin Bieber,91,"canadian pop, pop",61196308,0,0.0106,0.658,170813,0.634,0,-5.797,139.98,0.29
Late July,Zach Bryan,79,oklahoma country,416727,66,0.736,0.532,178020,0.354,0,-8.938,151.266,0.419
Cold Damn Vampires,Zach Bryan,79,oklahoma country,416727,66,0.732,0.423,292027,0.415,1.14E-06,-7.104,143.206,0.175
CHICKENS (feat. EST Gee),Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,71,0.0403,0.862,195267,0.619,0,-6.197,148.059,0.624
RAVE,Dxrk ダーク,67,,53038,81,0.235,0.716,169245,0.748,0.849,-6.06,119.918,0.338
GOLD STACKS,Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,71,0.00937,0.763,162333,0.526,2.25E-06,-6.753,181.856,0.362
Te Felicito,Shakira,82,"colombian pop, dance pop, latin, latin pop, pop",23655868,86,0.234,0.695,172235,0.636,0,-4.654,174.14,0.575
Right Now the Best,Zach Bryan,79,oklahoma country,416727,65,0.668,0.494,190033,0.584,0,-2.478,114.091,0.136
Talk Of The Town,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,72,0.395,0.577,82927,0.448,0,-9.215,137.694,0.543
The Outskirts,Zach Bryan,79,oklahoma country,416727,65,0.737,0.473,198121,0.536,0,-4.139,140.805,0.508
Tishomingo,Zach Bryan,79,oklahoma country,416727,65,0.309,0.56,188883,0.576,2.08E-05,-6.92,133.491,0.478
Dancing Feet (feat. DNCE),Kygo,79,"edm, pop, pop dance, tropical house",8037262,80,0.293,0.75,215203,0.797,0,-4.826,105.949,0.523
Younger Years,Zach Bryan,79,oklahoma country,416727,65,0.291,0.357,205224,0.741,0.00011,-4.522,169.541,0.626
POLTERGEIST!,CORPSE,69,"dream smp, viral rap",2165903,73,0.00192,0.766,101053,0.658,0,-7.014,133.085,0.476
Blick Blick (with Nicki Minaj),Coi Leray,66,"new jersey underground rap, pop rap, r&b, trap queen",343631,72,0.222,0.916,178413,0.824,0.00108,-4.444,139.926,0.87
She's Alright,Zach Bryan,79,oklahoma country,416727,65,0.665,0.406,229062,0.439,2.46E-06,-8.129,148.181,0.19
ay! (feat. Lil Wayne),Machine Gun Kelly,81,ohio hip hop,4604714,73,0.05,0.742,124188,0.617,5.92E-05,-6.689,147.002,0.491
On tha linë,Yeat,80,"pluggnb, rap",777203,71,0.00482,0.771,154787,0.594,6.88E-06,-8.991,149.106,0.119
DOS MORRITAS,Eslabon Armado,78,"corrido, corridos tumbados, nueva musica mexicana, sierreno",2165506,74,0.163,0.676,238561,0.779,0,-3.501,100.083,0.476
Like I Love Country Music,Kane Brown,74,"black americana, contemporary country, country road",4108545,71,0.000682,0.542,234341,0.82,0.000136,-6.073,124.85,0.702
Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),Dreamville,69,"hip hop, rap, underground hip hop",434134,71,0.266,0.671,309323,0.857,0,-5.435,118.574,0.597
Broadway Girls (feat. Morgan Wallen),Lil Durk,84,"chicago drill, chicago rap, drill, hip hop, rap, trap",4075650,69,0.0417,0.659,185600,0.745,0,-3.599,74.967,0.54
Moth To A Flame (with The Weeknd),Swedish House Mafia,75,"edm, pop, pop dance, progressive electro house",3563935,82,0.0027,0.553,234000,0.659,0,-7.295,120.146,0.105
Lil Secret,Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,72,0.144,0.779,129565,0.653,0,-5.977,69.056,0.841
Sun to Me,Zach Bryan,79,oklahoma country,416727,65,0.593,0.505,163032,0.27,0,-9.165,98.721,0.557
Maybe You’re The Problem,Ava Max,81,"dance pop, pop",5283938,79,0.0453,0.53,190319,0.835,0,-3.69,166.02,0.471
Serial Killers,Gucci Mane,77,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",4337750,71,0.0319,0.752,188967,0.617,0,-5.68,144.006,0.137
HOTEL LOBBY (Unc & Phew),Quavo,78,"atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap",5707058,75,0.142,0.821,142657,0.636,0,-4.479,127.961,0.163
Poems and Closing Time,Zach Bryan,79,oklahoma country,416727,64,0.233,0.65,161201,0.585,0,-6.225,127.84,0.58
Darling,Zach Bryan,79,oklahoma country,416727,64,0.454,0.405,237819,0.283,0,-7.218,172.746,0.27
Can't Have Mine (Find You A Girl),Dylan Scott,63,"contemporary country, country, country road",1164471,70,0.791,0.663,183087,0.502,0,-7.07,143.969,0.371
Bussin,Nicki Minaj,85,"dance pop, hip pop, pop, pop rap, queens hip hop",25136498,72,0.0576,0.893,136761,0.699,3.02E-06,-8.059,139.972,0.747
Mr. Forgettable,David Kushner,63,gen z singer-songwriter,303786,76,0.544,0.56,187293,0.41,0,-9.227,144.727,0.28
MEAN!,Madeline The Person,62,gen z singer-songwriter,31129,78,0.918,0.56,143957,0.436,0,-8.761,117.907,0.402
Stay Alive (Prod. SUGA of BTS),Jung Kook,64,,2356822,81,0.299,0.512,210928,0.76,0,-5.889,130.096,0.495
You Are My Sunshine,Zach Bryan,79,oklahoma country,416727,63,0.711,0.544,177867,0.328,3.40E-05,-12.303,97.372,0.539
If She Wants a Cowboy,Zach Bryan,79,oklahoma country,416727,64,0.0201,0.553,192293,0.823,0,-3.194,133.781,0.552
Parent Trap (feat. Justin Timberlake),Jack Harlow,88,"deep underground hip hop, kentucky hip hop, rap",2159939,72,0.283,0.878,189876,0.523,0.000155,-7.653,92.05,0.422
Ninth Cloud,Zach Bryan,79,oklahoma country,416727,63,0.0816,0.53,203845,0.752,0,-4.163,110.407,0.47
Circles Around This Town,Maren Morris,73,"contemporary country, country, texas country",659267,70,0.015,0.591,195760,0.814,0,-4.986,149.9,0.815
Oklahoma City,Zach Bryan,79,oklahoma country,416727,63,0.398,0.578,240536,0.448,0,-6.265,120.67,0.352
VETE A LA FREGADA,Eslabon Armado,78,"corrido, corridos tumbados, nueva musica mexicana, sierreno",2165506,71,0.0755,0.353,166246,0.701,0,-5.169,89.739,0.464
Pantysito,Alejo,70,reggaeton,18961,86,0.136,0.83,240413,0.739,2.11E-06,-5.395,97.993,0.631
Hold My Hand,Lady Gaga,83,"art pop, dance pop, pop",22218895,80,0.0387,0.519,225300,0.617,0,-4.287,147.708,0.222
Dreamin Of The Past (feat. Kanye West),Pusha T,76,"hip hop, rap, southern hip hop, trap, underground hip hop, virginia hip hop",2455825,72,0.655,0.594,173633,0.913,0,-2.372,80.302,0.897
Whiskey Fever,Zach Bryan,79,oklahoma country,416727,63,0.369,0.501,212711,0.811,0,-4.313,83.695,0.719
Blue,Zach Bryan,79,oklahoma country,416727,63,0.408,0.597,218680,0.469,0.000277,-6.838,139.422,0.409
The Good I'll Do,Zach Bryan,79,oklahoma country,416727,64,0.82,0.434,211316,0.215,0,-8.478,118.152,0.187
ZOOM,Jessi,70,k-pop,1306222,84,0.00942,0.874,174840,0.6,0,-6.064,100.012,0.457
Highway Boys,Zach Bryan,79,oklahoma country,416727,64,0.125,0.484,220035,0.362,1.39E-05,-8.989,153.911,0.299
'68 Fastback,Zach Bryan,79,oklahoma country,416727,63,0.749,0.366,193127,0.276,2.91E-06,-7.201,162.051,0.298
Sober Side of Sorry,Zach Bryan,79,oklahoma country,416727,63,0.00345,0.634,213016,0.646,5.75E-06,-4.782,117.386,0.652
From Austin,Zach Bryan,79,oklahoma country,416727,64,0.633,0.5,207453,0.485,1.26E-06,-7.94,109.755,0.379
Billy Stay,Zach Bryan,79,oklahoma country,416727,62,0.523,0.556,316507,0.435,1.19E-06,-5.148,91.939,0.341
Lie Again,Giveon,78,"pop, r&b",2137569,73,0.434,0.431,187027,0.349,7.02E-05,-9.426,62.627,0.165
The Rumbling,SiM,62,"japanese metalcore, japanese screamo",240959,75,5.62E-05,0.459,220799,0.878,0.000307,-1.399,144.852,0.494
